drama_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description
Racket Boys,"['comedy', 'life', 'drama', 'sports']","['badminton', 'sport club', 'boarding house', 'rural life', 'working mom', 'tough female lead', 'tough male lead', 'slight romance', 'multiple mains', 'carefree female lead ']",16,31-May-21,9-Aug-21,"['monday', 'tuesday']","['Netflix', 'SBS']",75,8.8,8256,88,505,15+ - Teens 15 or older,"18,951","['Kim Sang Kyung', 'Oh Na Ra', 'Tang Jun Sang', 'Son Sang Yeon', 'Choi Hyun Wook', 'Kim Kang Hoon']",['Netflix'],4,"27,587",A city kid is brought to the countryside by his father's new coaching gig; reviving a ragtag middle school badminton team on the brink of extinction.
Radiant Office,"['business', 'comedy', 'romance', 'drama']","['office worker', 'terminal illness', 'misunderstanding', 'nice female lead', 'hardworking male lead', 'hardworking female lead', 'teamwork', 'smart male lead', 'strong female lead', 'boss-employee relationship ']",16,15-Mar-17,4-May-17,"['wednesday', 'thursday']",['MBC'],60,7.6,4362,3649,1010,15+ - Teens 15 or older,"10,060","['Go Ah Sung', 'Ha Seok Jin', 'Lee Dong Hwi', 'Kim Dong Wook', 'Hoya', 'Kim Byung Chun']",[],7,204,An office romantic-comedy features the hijinks that ensues between a tempt worker with possible terminally-ill diagnosis and a prickly elite marketing director.
Radio Romance,"['business', 'comedy', 'romance']","['possessive male lead', 'male chases female first', 'famous lead/common lead', 'selfish mother', 'weak female lead', 'mother-daughter relationship', 'first love', 'cold man/warm woman', 'love triangle', 'obsessive male lead ']",16,29-Jan-18,20-Mar-18,"['monday', 'tuesday']",['KBS2'],70,7.6,14763,3555,195,15+ - Teens 15 or older,"36,750","['Kim So Hyun', 'Yoon Doo Joon', 'Yoon Park', 'Yura', 'Lee Re', 'Kwak Dong Yeon']",['Viki'],6.7,926,About an actor who's showcase family is famous and a radio writer who fell in love with radio after her mother became blind when she was a teen. She gets the actor to become her DJ not knowing their shared history as teens. He had trouble sleeping but she's just the thing he needs. She had trouble writing but learns to find her voice.
Rain or Shine,"['psychological', 'romance', 'melodrama']","['trauma', 'healing', 'survivor guilt', 'hardworking female lead', 'strong female lead', 'tearjerker', 'hardworking male lead', 'phobia', 'flashback to past', 'second chance ']",16,11-Dec-17,30-Jan-18,"['monday', 'tuesday']",['jTBC'],73,8.6,27458,251,67,15+ - Teens 15 or older,"65,338","['Lee Jun Ho', 'Won Jin Ah', 'Lee Ki Woo', 'Kang Han Na', 'Kim Hye Joon', 'Yoon Se Ah']","['Disney+ Hotstar', 'WeTV', 'Netflix', 'Viki']",N/A,N/A,N/A
Record of Youth,"['romance', 'life', 'youth', 'drama']","['dysfunctional family', 'family relationship', 'hardworking male lead', 'family pressure', 'love triangle', 'grandpa-grandson relationship', 'strong female lead', 'modeling', 'nice male lead', 'hardworking female lead ']",16,7-Sep-20,27-Oct-20,"['monday', 'tuesday']","['Netflix', 'tvN']",75,7.5,19048,3873,154,15+ - Teens 15 or older,"42,274","['Park Bo Gum', 'Park So Dam', 'Byeon Woo Seok', 'Kwon Soo Hyun', 'Ha Hee Ra', 'Park Soo Young']",['Netflix'],7.2,"2,442",Two actors and a makeup artist fight to make their own way in a world that weighs the backgrounds they were born into more than their dreams.
Red Shoes,"['romance', 'drama', 'family', 'melodrama']","['soap opera', 'selfish mother', 'revenge', 'greed', 'rich man/poor woman', 'female centered plot', 'death of a mother', 'death of a father', 'selfish female lead', 'first love returns ']",100,5-Jul-21,10-Dec-21,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],35,6.6,182,79032,6959,15+ - Teens 15 or older,817,"['Choi Myung Gil', 'So Yi Hyun', 'Park  Yoon Jae', 'Jung Yoo Min', 'Shin Jung Yoon', 'Sun Woo Jae Duk']","['Prime Video', 'Viki', 'KBS World']",N/A,N/A,N/A
Reflection of You,"['thriller', 'mystery', 'drama', 'melodrama']","[""unhealthy mains' relationship"", 'female rivalry', 'revenge', 'obsession', 'suspense', 'writer female lead', 'painter female lead', 'teacher female lead', 'unreliable narrator', 'adapted from  short story ']",16,13-Oct-21,2-Dec-21,"['wednesday', 'thursday']","['jTBC', 'Netflix']",70,7.5,1372,4038,1850,15+ - Teens 15 or older,"5,242","['Go Hyun Jung', 'Shin Hyun Bin', 'Kim Jae Young', 'Choi Won Young', 'Kim Bo Yun', 'Shin Dong Wook']",['Netflix'],6.8,259,A thriving painter's enviable life begins to fray at the edges when a bright young woman she once befriended resurfaces as a shell of her former self.
Remarriage & Desires,"['drama', 'melodrama']","['infidelity', 'revenge', 'marriage', 'miniseries', 'professor female lead', 'company president (ceo) male lead', 'single mother female lead', 'married life', 'divorced male lead', 'divorced female lead ']",8," Jul 15, 2022",N/A,['friday'],['Netflix'],60,8.1,3283,1278,1453,15+ - Teens 15 or older,"6,950","['Kim Hee Sun', 'Lee Hyun Wook', 'Jung Eugene', 'Park Hoon', 'Cha Ji Yeon', 'Kim Yun Seo']",['Netflix'],7.4,879,"Through an exclusive matchmaking agency, women strive to marry a desirable bachelor and into the highest echelon of society."
Remember,"['romance', 'drama']",[''],14,18-Sep-02,31-Oct-02,"['wednesday', 'thursday']",['MBC'],N/A,7.5,19,67556,11607,Not Yet Rated,314,"['Son Tae Young', 'Choo So Young', 'Park Jung Chul', 'Kim Seung Soo', 'Lee Kye In', 'Kim Dong Soo']",[],N/A,N/A,N/A
Replay: The Moment,"['music', 'romance', 'life', 'drama']","['web series', 'love triangle', 'nice female lead', 'jealousy', 'multiple mains', 'high school', 'strong female lead', 'student', 'multiple couples', 'nice male lead ']",10,26-Jan-21,26-Feb-21,"['tuesday', 'friday']",['Daum Kakao TV'],14,7.4,1809,4480,2253,15+ - Teens 15 or older,"4,202","['Cho Mi Yeon', 'Kim Min Chul', 'Hwiyoung', 'Choi Ji Su', 'Marco', 'Kwon Hyuk Soo']","['Apple TV', 'Tubi', 'Kakao TV', 'Prime Video', 'Viki']",N/A,N/A,N/A
Reply Series,"['comedy', 'romance', 'life', 'youth']","['multiple couples', 'nostalgia', 'poor family', 'love triangle', 'heartfelt', 'high school', 'mother-son relationship', 'coming of age', 'bromance', 'poor female lead ']",20,6-Nov-15,16-Jan-16,"['friday', 'saturday']",['tvN'],95,9.1,33827,15,46,15+ - Teens 15 or older,"76,476","['Lee Hye Ri', 'Go Kyung Pyo', 'Ryu Joon Yeol', 'Park Bo Gum', 'Lee Dong Hwi', 'Sung Dong Il']","['Apple TV', 'Viki', 'WeTV', 'Netflix']",N/A,N/A,N/A
Reply 1988,"['comedy', 'romance', 'life', 'youth']","['multiple couples', 'nostalgia', 'poor family', 'love triangle', 'heartfelt', 'high school', 'mother-son relationship', 'coming of age', 'bromance', 'poor female lead ']",20,6-Nov-15,16-Jan-16,"['friday', 'saturday']",['tvN'],95,9.1,33827,15,46,15+ - Teens 15 or older,"76,476","['Lee Hye Ri', 'Go Kyung Pyo', 'Ryu Joon Yeol', 'Park Bo Gum', 'Lee Dong Hwi', 'Sung Dong Il']","['Apple TV', 'Viki', 'WeTV', 'Netflix']",9.2,"7,108",Follows the lives of 5 families living on the same street in a neighbourhood called Ssangmundong in Seoul. It takes a nostalgic look back at the year 1988.
Reply 1994,"['comedy', 'romance', 'drama', 'sports']","['love triangle', '1990s', 'student', 'unrequited love', 'bromance', 'sismance', 'multiple couples', 'marriage', 'nostalgia', ""childhood friends' relationship ""]",21,18-Oct-13,28-Dec-13,"['friday', 'saturday']",['tvN'],77,8.1,14674,1184,182,13+ - Teens 13 or older,"37,724","['Go Ah Ra', 'Jung Woo', 'Yoo Yeon Seok', 'Kim Sung Kyun', 'Baro', 'Min Do Hee']","['Viki', 'WeTV']",7.8,"1,380","Focuses on the life events of the residents of a boarding house in '90's Seoul. The plot revolves around the passion and vigor of being a young adult; the challenges of moving to a new environment; of getting along with each other, and growing up."
Reply 1997,"['comedy', 'romance', 'life', 'family']","['high school', '1990s', 'first love', 'friends to lovers', 'bromance', 'love square', 'unrequited love', 'love triangle', 'male chases female first', 'strong female lead ']",16,24-Jul-12,18-Sep-12,['tuesday'],['tvN'],60,8.5,34162,309,63,15+ - Teens 15 or older,"68,719","['Jung Eun Ji', 'Seo In Guk', 'Hoya', 'Shin So Yool', 'Eun Ji Won', 'Lee Si Eon']","['Apple TV', 'Viki', 'K-DRAMA']",N/A,N/A,N/A
Reset,"['mystery', 'drama']","['prosecutor male lead', 'investigation', 'miniseries', 'death', 'murder', 'amnesia ']",10,24-Aug-14,26-Oct-14,['sunday'],['OCN'],60,7.3,1057,5008,2301,15+ - Teens 15 or older,"4,106","['Chun Jung Myung', 'Kim So Hyun', 'Park Won Sang', 'Shin Eun Jung', 'Song  Ha Yoon', 'Choi Jae Woong']",[],7.2,51,A thriller about a man who is about to be barred from statute and goes through a series of events due to the crime he committed 15 years ago.
Resurrection,"['thriller', 'romance', 'drama']","['identical twin male lead', 'police officer male lead', 'car accident', 'forbidden love', 'soap opera', 'hidden identity', 'revenge', 'suspense ']",24,1-Jun-05,18-Aug-05,"['wednesday', 'thursday']",['KBS2'],70,7.6,440,3336,4682,13+ - Teens 13 or older,"1,519","['Uhm Tae Woong', 'Han Ji Min', 'So Yi Hyun', 'Go Joo Won', 'Ahn Nae Sang', 'Lee Dae Yeon']",[],N/A,N/A,N/A
Return,"['thriller', 'mystery', 'law']","['strong female lead', 'revenge', 'tragic past', 'murder', 'drug addiction', 'infidelity', ""childhood friends' relationship"", 'police department setting', 'teacher supporting character', 'lawyer female lead ']",34,17-Jan-18,22-Mar-18,"['wednesday', 'thursday']",['SBS'],35,7.8,1298,2424,2331,15+ - Teens 15 or older,"4,029","['Go Hyun Jung', 'Park Jin Hee', 'Lee Jin Wook', 'Shin Sung Rok', 'Bong Tae Kyu', 'Park Ki Woong']",['Viki'],7.3,79,"Choi Ja-Hye is a lawyer and Dokgo Young is a detective with a hot temper,but they must work together to solve a murder case in which the suspects are children from the elite class."
Reunited Worlds,"['romance', 'drama', 'melodrama', 'supernatural']","['supernatural power', 'reincarnation', 'older woman/younger man', 'superhuman strength', 'love triangle', 'deception', 'comedy ']",40,19-Jul-17,21-Sep-17,"['wednesday', 'thursday']",['SBS'],35,7.6,4087,3557,877,15+ - Teens 15 or older,"11,829","['Yeo Jin Goo', 'Lee Yun Hee', 'Ahn Jae Hyun', 'Shin Soo Ho', 'Lee Si Eon', 'Kim Jin Woo']","['Viki', 'Netflix', 'SBS World']",7.3,248,"Sung Hae Sung (Yeo Jin Goo, Circle: Two Worlds Connected) is a cheery high school student. Being the eldest sibling, he wants to provide for his family instead of going to college. On the day of his 19th birthday, he gets into a car accident and passes out. He wakes up on the top of his school building. He thinks he survived and everything is normal. Except everyone thinks he died 12 years ago, and he hasn't aged at all. Jung Jung Won (Lee Yeon Hee, The Package) is Hae Sung's best friend. She was the one who took him to the place where he had his accident. Distraught, she has been unable to move on from the incident since. Having failed to pursue her dreams under the stress, she works as a kitchen assistant at a nice restaurant. Cha Min Joon (Ahn Jae Hyun, Cinderella and Four Knights) is the owner of the restaurant where Jung Won works. He has feelings for her. However, she has never shown any interest in him. In her mind, she can't be with anyone while carrying Hae Sung in her memories. One night, Jung Won finds a young man passed out in front of her house. He is Hae Sung, her first love. She is now 31; he is 19. Can they pick up their love where they left off, or will their reunited worlds always stay separate? Also known as ""Into the World Again"" and ""Into the New World,"" Reunited Worlds is directed by Baek Soo Chan and written by Lee Hee Myung, the creative team behind Beautiful Gong Shim and Sensory Couple."
Reverse,"['romance', 'drama', 'family', 'melodrama']","['hatred', 'deception', 'lying', 'revenge ']",119,13-Nov-17,26-Apr-18,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBC'],35,7.3,15,71250,12935,15+ - Teens 15 or older,251,"['Shin Da Eun', 'Lee Jae Hwang', 'Kim  Hae In', 'Seo Do Young', 'Lee Eung Kyung', 'Ji Eun Sung']",[],N/A,N/A,N/A
Revolutionary Love,"['business', 'comedy', 'romance', 'drama']","[""childhood friends' relationship"", 'office worker female lead', 'heir male lead', 'company president (ceo) male lead', 'cheerful female lead', 'airhead male lead', 'benevolent mother', 'strict father', 'dorky male lead', 'spoiled male lead ']",16,14-Oct-17,3-Dec-17,"['saturday', 'sunday']",['tvN'],70,7.5,8265,4119,448,15+ - Teens 15 or older,"20,558","['Choi Si Won', 'Kang So Ra', 'Gong Myung', 'Lee Jae Yoon', 'Jung Chan Bi', 'Kim Ye Won']","['K-DRAMA', 'Apple TV', 'iflix', 'Viki', 'WeTV', 'Netflix']",N/A,N/A,N/A
Revolutionary Sisters,"['thriller', 'comedy', 'romance', 'drama']","['suspense', 'rape', 'death', 'murder', 'guitarist male lead', 'musician male lead', 'singer male lead', 'public officer', 'strict parent', 'civil servant ']",50,13-Mar-21,18-Sep-21,"['saturday', 'sunday']",['KBS2'],70,7.4,429,4455,3458,15+ - Teens 15 or older,"2,407","['Yoon Joo Sang', 'Hong Eun Hee', 'Jeon Hye Bin', 'Go Won Hee', 'Kim Kyung Nam', 'Lee Bo Hee']","['Prime Video', 'Viki', 'Netflix', 'KBS World']",5.9,24,"While in the process of filing for a divorce, a mother is murdered. All of her immediate family members are potential suspects."
Rich Man,"['business', 'comedy', 'romance', 'melodrama']","['prosopagnosia', 'rich man/poor woman', 'eccentric male lead', 'prodigy', 'mdl remake', 'pathetic female lead', 'entrepreneur', 'weak female lead', 'slow burn romance', 'friendship ']",16,9-May-18,28-Jun-18,"['wednesday', 'thursday']","['DramaX', 'Viki']",65,7.4,9148,4746,467,15+ - Teens 15 or older,"20,057","['Suho', 'Ha Yeon Soo', 'Oh Chang Seok', 'Kim Ye Won', 'Choi Kwang Il', 'Park Sung Hoon']","['Hulu', 'Viki', 'Apple TV']",6.7,686,"Lee Yoo Chan is the CEO of IT company Next One. He founded the company and it is now the most desirable place to work for young professionals. He is arrogant and does not trust people in general. Lee Yoo Chan also suffers from an inability to recognize faces. Kim Bo Ra was born in the countryside on Jeju Island. She is the pride of her family and famous in her hometown for being smart. She goes to Seoul to attend college and carries her family's high expectations for her. During her last year in college, Kim Bo Ra experiences difficulties finding her job. Her dream is to work at Next One. Kim Bo Ra meets Lee Yoo Chan and their lives change."
Righteous Love,"['romance', 'life', 'drama', 'family']","['marriage', 'carpenter male lead', 'researcher male lead', 'doctor supporting character', 'teacher male lead', 'abusive in laws', 'extramarital affair', 'car accident', 'slow burn story', 'eccentric female lead ']",20,1-Dec-14,3-Feb-15,"['monday', 'tuesday']",['tvN'],60,7.3,1587,5148,1834,15+ - Teens 15 or older,"5,289","['Uhm Tae Woong', 'Lee Si Young', 'Lee Soo Hyuk', 'Choi Yeo Jin', 'Ryu Hye Rin', 'Han Soo Yeon']",[],N/A,N/A,N/A
Risky Romance,"['comedy', 'romance', 'medical']","['cold man/warm woman', 'eccentric female lead', 'cohabitation', 'hospital setting', 'surgeon male lead', 'doctor female lead', 'doctor male lead', 'arrogant male lead', 'death of a friend', 'death ']",32,23-Jul-18,17-Sep-18,"['monday', 'tuesday']",['MBC'],35,7.5,1652,3860,1954,15+ - Teens 15 or older,"4,922","['Lee Si Young', 'Ji Hyun Woo', 'Kim Jin Yeop', 'Yoon Joo Hee', 'Sun Woo Sun', 'Jang Se Hyun']","['Prime Video', 'Viki', 'AsianCrush']",7.2,84,Risky Romance is a medical drama about a surgeon and an endocrinologist.
River Where the Moon Rises,"['action', 'historical', 'romance', 'political']","['strong female lead', 'smart female lead', 'three kingdoms of korea', 'female lead action scenes', 'revenge', 'skilled killer', 'war', 'goguryeo dynasty', 'amnesia', 'nice male lead ']",20,15-Feb-21,20-Apr-21,"['monday', 'tuesday']","['KBS2', 'Viki', 'ViuTV']",65,7.9,3827,1914,676,15+ - Teens 15 or older,"14,957","['Kim So Hyun', 'Na In Woo', 'Lee Ji Hoon', 'Choi Yoo Hwa', 'Kim Bup Rae', 'Lee Hae Young']",['Viki'],7.6,429,The story of Princess Pyeonggang who was born as a princess but raised to be a soldier for Goguryeo. She dreams to be the first female Taewang of Gorguryeo but is confused about the new feelings experienced after meeting On Dal.
Robber,"['romance', 'crime', 'drama', 'melodrama']","['swindler male lead', 'boxer male lead', 'widow female lead', 'redemption', 'single mother', 'debt', 'slow burn romance ']",16,2-Jan-08,28-Feb-08,"['wednesday', 'thursday']",['SBS'],70,7.2,543,5271,5068,13+ - Teens 13 or older,"1,357","['Jang Hyuk', 'Lee Da Hae', 'Kim Jeong Tae', 'Kang Ki Hwa', 'Kim Hae Sook', 'Hong Kyung In']",['Viki'],6.8,46,"Kwon Oh Joon is a swindler who falls for a widow with a 5 year old daughter, Jin Dal Rae. Dal Rae lives with her daughter and mother in law after her husband passes away. Oh Joon is a suave man who can talk women into doing anything."
Romance,"['comedy', 'romance', 'drama']","['adult-minor relationship', 'age gap [drama life]', 'clumsy female lead', 'death of a parent', 'forbidden love', 'infidelity', 'older woman/younger man', 'death', 'high school', 'male chases female first ']",16,8-May-02,27-Jun-02,"['wednesday', 'thursday']",['MBC'],65,7.3,606,5105,3751,15+ - Teens 15 or older,"2,140","['Kim Jae Won', 'Kim Ha Neul', 'Han Hye Jin', 'Kim Yoo Mi', 'Go Myung Hwan', 'Park Won Sook']",['Viki'],6.9,39,"Fatal love strikes us out of a sudden and helplessly takes us deep down into the sea of fervor, giving us no choice but to yield. This drama beautifully unfolds the forbidden passion between a teacher and a student. Chae Won (Kim Ha Neul) and Kwan Woo (Kim Jae Won) meet for the first time at a rural seaside village flower festival. They fall in love at first sight, not in their dreams have they known that Chae Won is the teacher at Kwan Woo's high school. The second time they meet is at the classroom where they realize the situation and become bewildered and embarrassed. The love story between the two young people is overlapped with Kwan Woo's tearful success story and this inspire the viewers with high emotion."
