kdrama_name,imdb_rating,imdb_users,imdb_description
Radio Romance,6.7,926,About an actor who's showcase family is famous and a radio writer who fell in love with radio after her mother became blind when she was a teen. She gets the actor to become her DJ not knowing their shared history as teens. He had trouble sleeping but she's just the thing he needs. She had trouble writing but learns to find her voice.
Record of Youth,7.2,"2,442",Two actors and a makeup artist fight to make their own way in a world that weighs the backgrounds they were born into more than their dreams.
Reflection of You,6.8,259,A thriving painter's enviable life begins to fray at the edges when a bright young woman she once befriended resurfaces as a shell of her former self.
Remarriage & Desires,7.4,879,"Through an exclusive matchmaking agency, women strive to marry a desirable bachelor and into the highest echelon of society."
Reply 1988,9.2,"7,108",Follows the lives of 5 families living on the same street in a neighbourhood called Ssangmundong in Seoul. It takes a nostalgic look back at the year 1988.
Reply 1994,7.8,"1,380","Focuses on the life events of the residents of a boarding house in '90's Seoul. The plot revolves around the passion and vigor of being a young adult; the challenges of moving to a new environment; of getting along with each other, and growing up."
Reset,7.2,51,A thriller about a man who is about to be barred from statute and goes through a series of events due to the crime he committed 15 years ago.
Return,7.3,79,"Choi Ja-Hye is a lawyer and Dokgo Young is a detective with a hot temper,but they must work together to solve a murder case in which the suspects are children from the elite class."
Reunited Worlds,7.3,248,"Sung Hae Sung (Yeo Jin Goo, Circle: Two Worlds Connected) is a cheery high school student. Being the eldest sibling, he wants to provide for his family instead of going to college. On the day of his 19th birthday, he gets into a car accident and passes out. He wakes up on the top of his school building. He thinks he survived and everything is normal. Except everyone thinks he died 12 years ago, and he hasn't aged at all. Jung Jung Won (Lee Yeon Hee, The Package) is Hae Sung's best friend. She was the one who took him to the place where he had his accident. Distraught, she has been unable to move on from the incident since. Having failed to pursue her dreams under the stress, she works as a kitchen assistant at a nice restaurant. Cha Min Joon (Ahn Jae Hyun, Cinderella and Four Knights) is the owner of the restaurant where Jung Won works. He has feelings for her. However, she has never shown any interest in him. In her mind, she can't be with anyone while carrying Hae Sung in her memories. One night, Jung Won finds a young man passed out in front of her house. He is Hae Sung, her first love. She is now 31; he is 19. Can they pick up their love where they left off, or will their reunited worlds always stay separate? Also known as ""Into the World Again"" and ""Into the New World,"" Reunited Worlds is directed by Baek Soo Chan and written by Lee Hee Myung, the creative team behind Beautiful Gong Shim and Sensory Couple."
Revolutionary Sisters,5.9,24,"While in the process of filing for a divorce, a mother is murdered. All of her immediate family members are potential suspects."
Rich Man,6.7,686,"Lee Yoo Chan is the CEO of IT company Next One. He founded the company and it is now the most desirable place to work for young professionals. He is arrogant and does not trust people in general. Lee Yoo Chan also suffers from an inability to recognize faces. Kim Bo Ra was born in the countryside on Jeju Island. She is the pride of her family and famous in her hometown for being smart. She goes to Seoul to attend college and carries her family's high expectations for her. During her last year in college, Kim Bo Ra experiences difficulties finding her job. Her dream is to work at Next One. Kim Bo Ra meets Lee Yoo Chan and their lives change."
Risky Romance,7.2,84,Risky Romance is a medical drama about a surgeon and an endocrinologist.
River Where the Moon Rises,7.6,429,The story of Princess Pyeonggang who was born as a princess but raised to be a soldier for Goguryeo. She dreams to be the first female Taewang of Gorguryeo but is confused about the new feelings experienced after meeting On Dal.
Robber,6.8,46,"Kwon Oh Joon is a swindler who falls for a widow with a 5 year old daughter, Jin Dal Rae. Dal Rae lives with her daughter and mother in law after her husband passes away. Oh Joon is a suave man who can talk women into doing anything."
Romance,6.9,39,"Fatal love strikes us out of a sudden and helplessly takes us deep down into the sea of fervor, giving us no choice but to yield. This drama beautifully unfolds the forbidden passion between a teacher and a student. Chae Won (Kim Ha Neul) and Kwan Woo (Kim Jae Won) meet for the first time at a rural seaside village flower festival. They fall in love at first sight, not in their dreams have they known that Chae Won is the teacher at Kwan Woo's high school. The second time they meet is at the classroom where they realize the situation and become bewildered and embarrassed. The love story between the two young people is overlapped with Kwan Woo's tearful success story and this inspire the viewers with high emotion."
Romance Is a Bonus Book,8,"5,404","Cha Eun Ho is a successful and handsome writer who is also the youngest chief editor at a publishing company. He has a calm demeanor and remains reasonable at work. He then becomes involved in the life of his childhood friend, Kang Dan Yi who was once a popular copywriter. She is now divorced, a single mother, unemployed and struggling in life though still attempts to find a job, but even with her once good career, she cannot. However, in a desperate attempt to find a job, she lies about her background and begins to work as a temporary worker in the same building under none other than Cha Eun Ho. As they become involved in each other's life more than often, a love story begins to unfold."
Romance Town,6.1,18,Romance Town is a story of domestic help who work for rich households. No Soon Geum (Sung Yuri) is one of these housekeepers.
Rooftop Prince,7.7,"2,623","Crown Prince Yi gak finds that he has been transported from Chosun Dynasty to modern-day Seoul. He meets Hong Se Na, who bears a striking resemblance to his dead wife, and is determined to solve 300-year-old mystery of her death with his own resemblance to the CEO grandson at the company, where Se Na works,Gak assume the identity of the young man to stay close to her. Can the crown Prince navigate a modern corporation to find his own time period?

—MAUA MARCELA"
Rookie Historian Goo Hae-ryung,8.1,"2,094","Set in the early 19th century. Goo Hae Ryung works as a historian. Female historians like Goo Hae Ryung are generally looked down upon because of their gender. Yet, Goo Hae Ryung fulfills her duty as a historian. She gets involved with Prince Lee Rim.

—AsianWiki"
Rookie Cops,7.4,540,"A story that captures the challenges, spirit and passion of youth as two students at the Korean National Police University study to become cops."
Room No. 9,7.7,91,"Eulji Hae Yi (Kim Hee Sun, Ice Fantasy) is a lawyer at a prestigious firm. She cares only about her career. She constantly butters up the people who can help her succeed and completely disregards the poor. She is willing to do anything to win cases and has enjoyed a quick rise to the top at her firm. Ki Yoo Jin (Kim Young Kwang, Lookout) is Eulji Hae Yi's boyfriend. A doctor by profession, Ki Yoo Jin seems like a true gentleman to anyone who meets him. In Eulji Hae Yi's eyes, he is the perfect accessory to match her perfect resume in life. But behind his handsome face and demeanor hides something dark. Jang Hwa Sa (Kim Hae Sook, Saimdang: Light's Diary) is a death row inmate. She became a household name when her infamous ""poison murder case"" became a hit with the sensationalist media. She has been on death row for 33 years, with no chance of getting out. When Eulji Hae Yi visits the strange visitation room 9, where Jang Hwa Sa is waiting for her, something happens. Eulji Hae Yi switches bodies with the inmate. Now the lawyer must figure out how to save her client as if her own life depends on it. Because, for once, it actually does. Also known as ""Room Nine,"" Room No. 9 is directed by Ji Yeong Su and written by Jung Sung Hee. It aired in 2018."
